Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Feraligatr #47,$25.43,$104.64,$177.50,https://storage.googleapis.com/images.pricecharting.com/d7febe3c53f51d7e7dc98e6457aa8f0d17bbb610e1fc45ad6ae589c14bbfcb5d/60.jpg
Machamp #51,$5.99,$33.66,$133.94,https://storage.googleapis.com/images.pricecharting.com/7ba2397c31644f3ebc792ed2ec02e9f80f1fd2a5ee2bcda7dc285391e5598ed2/60.jpg
Koffing #114,$1.82,$20.00,$79.95,https://storage.googleapis.com/images.pricecharting.com/b17e3cd0acb89348c41102277bfb517a23b94ddf898e70912c9d6fb182583f46/60.jpg
Charmander [Reverse Holo] #98,$56.56,$245.00,$530.17,https://storage.googleapis.com/images.pricecharting.com/2598565c044a8f60ada9d5221091dd582831dfb7e2da524b33fa87a6f9b65959/60.jpg
Venusaur [Reverse Holo] #67,$50.22,$171.90,"$1,255.00",https://storage.googleapis.com/images.pricecharting.com/187ec7f05954e5d589a4315535851a98f888a9b9d1db0d49a4b55b05eda980ef/60.jpg
Ivysaur #82,$13.02,$39.50,$112.17,https://storage.googleapis.com/images.pricecharting.com/1beaabd43a0bc45fe527e1fd97807a1d34be4b2b97275dcc407017e225cc68c4/60.jpg
Blastoise [Reverse Holo] #37,$76.32,$275.36,"$1,500.00",https://storage.googleapis.com/images.pricecharting.com/e8a79b3f5d5eb1669e93ee2eb674a4731531328fef311f411d2d4b514868434e/60.jpg
Copycat #138,$2.29,$15.27,$59.77,https://storage.googleapis.com/images.pricecharting.com/f895ceefdf8e9c06a4c9e4dc29567ca11450251989d92779694efa6c24c4bcbf/60.jpg
Vulpix #136,$14.50,$28.00,$81.78,https://storage.googleapis.com/images.pricecharting.com/f640cb534d418e5b1a01e9161561f3019bc42a32ade8505e46b753c3aa2e6682/60.jpg
Moo-Moo Milk #155,$1.51,$19.99,$85.60,https://storage.googleapis.com/images.pricecharting.com/78f1ba473e1e32a064d2eb0a76042fddc761328b61e2a4109a595652fc6b0231/60.jpg
Clefable [For Position Only] #41,"$2,600.75",,,https://storage.googleapis.com/images.pricecharting.com/e37303ab03deee6311ab6f233e551e72dff63a0d53563638a3c86573d104c0b1/60.jpg
Blastoise [For Position Only] #36,"$1,977.99","$2,200.00",,https://storage.googleapis.com/images.pricecharting.com/2adab177c6af40e887633a9e141981e84efd9cd00a48fe66d77293fe39982f29/60.jpg
Charmeleon [Reverse Holo] #73,$52.92,$116.17,$885.00,https://storage.googleapis.com/images.pricecharting.com/620e2a610893d1865e7609216c92cab95bfedce1e67e85c33a318c1abb41dbf0/60.jpg
Charmander [Reverse Holo] #97,$67.64,$189.29,$535.00,https://storage.googleapis.com/images.pricecharting.com/de702241f8920918ea502049f0fc21b293b311612b8cc237829676b8b09b2ac3/60.jpg
Pichu [Reverse Holo] #22,$34.00,$122.00,"$1,059.63",https://storage.googleapis.com/images.pricecharting.com/1950552f3cb8280c433214da40b458719ccdee8f5894e162f24d7a7471ba3137/60.jpg
Gloom #78,$3.87,$42.50,$70.62,https://storage.googleapis.com/images.pricecharting.com/5de857ff32a01d54641ec27b4c479b60387e45fc371ce1c684bd67b00fd44fa4/60.jpg
Feraligatr #46,$12.99,$40.00,$85.00,https://storage.googleapis.com/images.pricecharting.com/6bc5eaeb4b6b1fedd82fc1ed35225450c45a75a6f4e4aa6d99e60bed00bd48dc/60.jpg
Totodile [Reverse Holo] #134,$73.00,$177.99,"$1,300.00",https://storage.googleapis.com/images.pricecharting.com/d51d264cac022c68f881a08972d5fa79d9af199ca514a67cbbc532ac997355d3/60.jpg
Typhlosion [Reverse Holo] #28,$37.48,$100.00,$112.50,https://storage.googleapis.com/images.pricecharting.com/ed8a4f78e6d233f2af700d7d17983232e9c1479d67cf1465668841af2646c0bb/60.jpg
Alakazam [For Position Only] #33,$999.00,"$1,319.74",,https://storage.googleapis.com/images.pricecharting.com/d7ec986f17ed0070f4d5e6dc8398f800fa46b39d5766dd1cfb658fa71229df2f/60.jpg
Dragonair #75,$11.76,$36.00,$87.32,https://storage.googleapis.com/images.pricecharting.com/05ff7f7dafa502b873ff3aa6a3f8906bc8e87245347bde55cc33a1903a15e6d7/60.jpg
Weezing #70,$4.44,$33.50,$122.50,https://storage.googleapis.com/images.pricecharting.com/e99c8627e01d07f76570b0480095d733d8b97e589ebe18eb0e222a8f272d8e11/60.jpg
Raichu [Reverse Holo] #61,$40.11,$104.46,$599.95,https://storage.googleapis.com/images.pricecharting.com/d8d7468950636ee840eb29d67a866c9cb69b8e091c1e88a8eb090b5ad2560ab4/60.jpg
Cyndaquil #104,$8.62,$22.49,$62.50,https://storage.googleapis.com/images.pricecharting.com/20212e7d52f284fe7fe30e46ca13cf9a2818f5828b1bd8e8d71974a00e81b036/60.jpg
Typhlosion #65,$19.99,$34.68,$119.86,https://storage.googleapis.com/images.pricecharting.com/7839dc998c3240303e73678552b84fc28aa414a2b6384597e2c5eee811d08428/60.jpg
Professor Elm's Training Method #148,$2.78,$11.00,$40.00,https://storage.googleapis.com/images.pricecharting.com/99b4b946335b71fbf3e39ac79987d0b254e8c2a209fd69a4e8dba1579646c95d/60.jpg
Dratini #107,$8.52,$25.03,$74.43,https://storage.googleapis.com/images.pricecharting.com/876288ca23a20e93b24e6e43cb8bed6d492d62b35462435b830ed6d5499c3173/60.jpg
Hoppip #112,$1.64,$168.00,$202.00,https://storage.googleapis.com/images.pricecharting.com/4ca7ba788dbde99531d48ecf70ab02db328a4f27c4029a81103761a6bd259dc1/60.jpg
Oddish #122,$2.49,$15.00,$48.00,https://storage.googleapis.com/images.pricecharting.com/ab56023e91ec8c5cb498fad3d5cd704677fa96f8b95baeddd36a89e939958653/60.jpg
Haunter [Reverse Holo] #80,$65.86,$122.39,"$1,199.97",https://storage.googleapis.com/images.pricecharting.com/4585e599dfcf0e752d3f592c375a8d9c1ce75453b0a3c2d9d4fb897e289253fb/60.jpg
Machop #117,$2.08,$16.74,$50.00,https://storage.googleapis.com/images.pricecharting.com/11c1d1a0c0eca610818d463f0ea4c90300f1312947a619952985b47b781fdb18/60.jpg
Wartortle [Reverse Holo] #92,$87.48,$116.00,$438.61,https://storage.googleapis.com/images.pricecharting.com/ff6f64957db2b0a04e68d5b6b958abb3e3c022c56c5a68d0fa840a9d9a30a90c/60.jpg
Alakazam [Reverse Holo] #33,$44.54,$109.64,$525.24,https://storage.googleapis.com/images.pricecharting.com/5f4x4retwxfu42or/60.jpg
Meganium [Reverse Holo] #18,$35.07,$107.86,$255.00,https://storage.googleapis.com/images.pricecharting.com/86f8738000fde013c2c694949c825a55c02c5a5b31587d0edffc7b55f30ced43/60.jpg
Vileplume #69,$4.34,$20.00,$81.86,https://storage.googleapis.com/images.pricecharting.com/07f7be8cb7ed6441face6975abb8a222c8a2f6b02723fbae3328b8af5c584356/60.jpg
Cyndaquil [Reverse Holo] #105,$37.48,$58.00,$295.00,https://storage.googleapis.com/images.pricecharting.com/4ad721b6d4e97d7d5104904d3a24db75016cc65ba49d927bd48a19868daa3fcf/60.jpg
Totodile [Reverse Holo] #135,$51.69,$228.73,"$1,983.87",https://storage.googleapis.com/images.pricecharting.com/126f028f4ea2a97e8812eac452b583aa568b0ff6588fedb5119d4a29e7c44895/60.jpg
Alakazam [Box Topper] #1,$82.63,$328.01,"$1,150.99",https://storage.googleapis.com/images.pricecharting.com/6f97c6a660f8301a5f98da65339fda9ed56dc19bd8a86ac7d94bf6e9cf29a4be/60.jpg
Pidgeot [Reverse Holo] #23,$50.00,$80.66,$400.00,https://storage.googleapis.com/images.pricecharting.com/612433eb8eec550610f1655e98a74cffb9e551831f2945e1341c217a7bddd386/60.jpg
Meowth [Reverse Holo] #121,$29.28,$107.50,"$1,500.00",https://storage.googleapis.com/images.pricecharting.com/zdqljsmbqdzvrvpd/60.jpg
Abra [Reverse Holo] #93,$38.42,$81.74,$158.50,https://storage.googleapis.com/images.pricecharting.com/f1c42186f777196eee8cc0e949728bad9f830c2fea62402d892de4c699d73f07/60.jpg
Clefable [Reverse Holo] #7,$35.24,$64.95,$608.50,https://storage.googleapis.com/images.pricecharting.com/9fe0b20843b03cc734e97aa984f77144a97b57eb665f960956a81a2672ddeddc/60.jpg
Tauros #133,$5.38,$32.89,$250.00,https://storage.googleapis.com/images.pricecharting.com/04f8e6e8621d338b5d39f7792bfc027bf28d9b8da71cc456212a5c7d5b7c0882/60.jpg
