Card Name,Ungraded Price,Grade 9 Price,PSA 10 Price,Image URL
Golduck #50b,$10.49,$27.32,$28.87,https://storage.googleapis.com/images.pricecharting.com/08618b3ad200db30fce40cf0469f39d3b5d9f51a51c252795d9106df9afef7f9/60.jpg
Togepi [Reverse Holo] #114,$42.50,$67.82,$450.00,https://storage.googleapis.com/images.pricecharting.com/ad2f98d5bd7d2cb0b81fbf5953877c7620783df684324d2e3fccda73df9f576f/60.jpg
Chinchou #70,$10.50,$16.74,$68.00,https://storage.googleapis.com/images.pricecharting.com/105a5a8cbce48645047f67030f53e1bbc250077ef96a0c62b3aa581486ce465a/60.jpg
Furret #48,$34.50,$24.00,$210.00,https://storage.googleapis.com/images.pricecharting.com/1e812722cabda59746f32d7f862f0567b5d4351b92dcd367caa5c98cbcf7b10d/60.jpg
Cubone [Reverse Holo] #72,$37.70,$169.00,"$1,193.91",https://storage.googleapis.com/images.pricecharting.com/ovzqq3j24irzyhtx/60.jpg
Marowak #54,$10.71,$26.00,$95.00,https://storage.googleapis.com/images.pricecharting.com/791346441e5a6e186853648a7ee437d41d428a712180ee78bd5ffb325110357d/60.jpg
Steelix [Reverse Holo] #35,$47.00,$77.95,$194.29,https://storage.googleapis.com/images.pricecharting.com/32bd85599b26067d48169ab4fa3a0acd5b96972172ce3fc702937fe7da922f45/60.jpg
Vulpix [Reverse Holo] #116,$31.54,$94.61,$413.50,https://storage.googleapis.com/images.pricecharting.com/376851e57bbcb47d56917f57bf9e9bf3c8a13dc954b89a7830f9c3e1b98cabec/60.jpg
Kangaskhan #88,$6.77,$30.75,$89.95,https://storage.googleapis.com/images.pricecharting.com/df82740baceeaa03ea184f8478544cf379634f302ed818112dfca43b7d5c1ac8/60.jpg
Weakness Guard #141,$31.00,$38.80,$153.00,https://storage.googleapis.com/images.pricecharting.com/711fc1c9b064664438474e4551f3d502f8d8c027ffb24a873e0972e6b32d7772/60.jpg
Togetic #39,$18.43,$29.99,$72.37,https://storage.googleapis.com/images.pricecharting.com/838194f845b12c96b8016866120c9a684d1ca152186d7b570e54d2abcac3a943/60.jpg
Jumpluff #17,$19.99,$31.95,$79.26,https://storage.googleapis.com/images.pricecharting.com/9841bad77cdcebbc4e3382e74bda1c8c8ee5fcdba82c42fdf38e34651ea684f2/60.jpg
Ampharos #1,$19.99,$36.00,$166.87,https://storage.googleapis.com/images.pricecharting.com/38c4b6d90a7bfaeb4e4f75e832fcd14a497edbf6c59299df501650425493f70a/60.jpg
Scyther [Reverse Holo] #57,$45.06,$69.00,$511.57,https://storage.googleapis.com/images.pricecharting.com/b9812856fc1ec768eceab849e54d8ab1df1bef0fd1bd77ef5e96275b746c48a2/60.jpg
Phanpy #100,$10.18,$24.73,$56.61,https://storage.googleapis.com/images.pricecharting.com/7d660e785ff5bce023a033b8b9a2f35d998c1c024b67f94aacf9b340089a6268/60.jpg
Muk #23,$13.69,$48.39,$144.25,https://storage.googleapis.com/images.pricecharting.com/601bd67e52f25fa5ad9a58bb0dc1f640916add64fb70f799a35d43cbb6c1bbb2/60.jpg
Smeargle #109,$6.24,$12.50,$53.05,https://storage.googleapis.com/images.pricecharting.com/7f8fe3dd2cc03e6340f5ef5451f95985ddf112370f80783349334f6f5628a0f8/60.jpg
Rapidash #31,$15.38,$24.13,$56.84,https://storage.googleapis.com/images.pricecharting.com/706bd4253dff2902a13983369c785d3afafa35bf16955fd0b054727c0b649153/60.jpg
Exeggutor #13,$12.97,$38.00,$55.00,https://storage.googleapis.com/images.pricecharting.com/838971088a264e9c0f4657b1743b0ac82e9c4a8159b0453f965ea48c21089b65/60.jpg
Primeape #29,$25.00,$36.00,$99.82,https://storage.googleapis.com/images.pricecharting.com/60e9597bc310833b035b8921ca7b5060cde867fcb3d4354ff8968804701c5424/60.jpg
Pinsir #101,$5.29,$32.60,$55.24,https://storage.googleapis.com/images.pricecharting.com/f72d38a741432b4af4561cd00ca34daff49b7b12c539105fd8c49c50a86b628f/60.jpg
